Name, Title
Naval Ravikant,Cofounder and CEO- AngelList
Jana Messerschmidt,Founding Partner- #Angels
Barry Silbert,Founder and CEO- Digital Currency Group
Dalton Caldwell,Partner at YCombinator- former CEO
Heather Hartnett,CEO and Partner- Human Ventures
Andy White,Early investor in AngelList- 500 Startups- Filecoin ICO and Buffer
Jude Gomila,CEO and Founder at Golden
Ali Partovi,Early stakes in Dropbox- Facebook- and Airbnb
Meltem Demirors,‎Director at Digital Currency Group
